,Pollster,State,Date,MoE,Obama (D),Romney (R),Sample,Spread,obama_spread,start_date,end_date
555,Castleton State College,VT,5/7 - 5/16,4.0,59.0,28.0,607.0,Obama +31,31.0,5/7/2012,5/16/2012
556,Castleton State College,VT,2/11 - 2/22,3.5,58.0,33.0,800.0,Obama +25,25.0,2/11/2012,2/22/2012
557,PPP (D),VT,7/28 - 7/31,2.8,54.0,34.0,1233.0,Obama +20,20.0,7/28/2012,7/31/2012
558,The Simon Poll/SIU,IL,9/4 - 9/10,2.8,47.0,34.0,1261.0,Obama +13,13.0,9/4/2012,9/10/2012
559,WeAskAmerica,IL,9/5 - 9/5,2.8,54.0,37.0,1382.0,Obama +17,17.0,9/5/2012,9/5/2012
560,Chicago Tribune,IL,2/2 - 2/6,4.0,56.0,35.0,600.0,Obama +21,21.0,2/2/2012,2/6/2012
561,The Simon Poll/SIU,IL,10/11 - 10/16,3.0,46.0,39.0,1000.0,Obama +7,7.0,10/11/2011,10/16/2011
562,FOX Chicago/WAA,IL,9/28 - 9/28,2.3,50.0,35.0,1815.0,Obama +15,15.0,9/28/2012,9/28/2012
563,Howey/DePauw,IN,9/19 - 9/23,3.5,40.0,52.0,800.0,Romney +12,-12.0,9/19/2012,9/23/2012
564,Rasmussen Reports,IN,7/31 - 8/1,5.0,35.0,51.0,400.0,Romney +16,-16.0,7/31/2012,8/1/2012
565,Howey/DePauw,IN,3/26 - 3/27,4.5,40.0,49.0,503.0,Romney +9,-9.0,3/26/2012,3/27/2012
566,WeAskAmerica,IA,9/25 - 9/27,2.8,48.0,44.0,1273.0,Obama +4,4.0,9/25/2012,9/27/2012
567,Des Moines Register,IA,9/23 - 9/26,3.8,49.0,45.0,650.0,Obama +4,4.0,9/23/2012,9/26/2012
568,PPP (D),IA,9/24 - 9/26,3.6,51.0,44.0,754.0,Obama +7,7.0,9/24/2012,9/26/2012
569,Voter/Consumer Res/TIR (R),IA,9/23 - 9/25,4.4,46.0,47.0,500.0,Romney +1,-1.0,9/23/2012,9/25/2012
570,ARG,IA,9/20 - 9/23,4.0,51.0,44.0,600.0,Obama +7,7.0,9/20/2012,9/23/2012
571,Rasmussen Reports,IA,9/19 - 9/19,4.5,44.0,47.0,500.0,Romney +3,-3.0,9/19/2012,9/19/2012
572,NBC/WSJ/Marist,IA,9/16 - 9/18,3.3,50.0,42.0,898.0,Obama +8,8.0,9/16/2012,9/18/2012
573,PPP (D),IA,8/23 - 8/26,2.8,47.0,45.0,1244.0,Obama +2,2.0,8/23/2012,8/26/2012
574,Rasmussen Reports,IA,8/8 - 8/8,4.5,44.0,46.0,500.0,Romney +2,-2.0,8/8/2012,8/8/2012
575,PPP (D),IA,7/12 - 7/15,2.9,48.0,43.0,1131.0,Obama +5,5.0,7/12/2012,7/15/2012
576,WeAskAmerica,IA,6/18 - 6/18,3.0,45.0,44.0,1086.0,Obama +1,1.0,6/18/2012,6/18/2012
577,Rasmussen Reports,IA,6/11 - 6/11,4.5,46.0,47.0,500.0,Romney +1,-1.0,6/11/2012,6/11/2012
578,NBC News/Marist,IA,5/22 - 5/24,3.0,44.0,44.0,1106.0,Tie,0.0,5/22/2012,5/24/2012
579,PPP (D),IA,5/3 - 5/6,2.9,51.0,41.0,1181.0,Obama +10,10.0,5/3/2012,5/6/2012
580,Des Moines Register,IA,2/12 - 2/15,4.0,44.0,46.0,611.0,Romney +2,-2.0,2/12/2012,2/15/2012
581,NBC News/Marist,IA,11/27 - 11/29,2.5,46.0,39.0,1503.0,Obama +7,7.0,11/27/2011,11/29/2011
582,PPP (D),IA,10/7 - 10/10,3.6,46.0,42.0,749.0,Obama +4,4.0,10/7/2011,10/10/2011
583,NBC News/Marist,IA,10/3 - 10/5,1.8,43.0,40.0,2836.0,Obama +3,3.0,10/3/2011,10/5/2011
584,PPP (D),IA,8/19 - 8/21,3.5,49.0,39.0,798.0,Obama +10,10.0,8/19/2011,8/21/2011
585,Mason-Dixon,IA,7/5 - 7/7,3.9,44.0,47.0,629.0,Romney +3,-3.0,7/5/2012,7/7/2012
586,PPP (D),IA,5/27 - 5/30,2.6,49.0,40.0,1387.0,Obama +9,9.0,5/27/2011,5/30/2011
587,PPP (D),IA,4/15 - 4/17,2.9,45.0,41.0,1109.0,Obama +4,4.0,4/15/2011,4/17/2011
588,PPP (D),IA,1/7 - 1/9,3.0,47.0,41.0,1077.0,Obama +6,6.0,1/7/2011,1/9/2011
589,HighGround/Moore (R)*,AZ,9/25 - 9/26,4.0,42.0,46.0,500.0,Romney +4,-4.0,9/25/2012,9/26/2012
590,Rasmussen Reports,AZ,9/25 - 9/25,4.5,42.0,52.0,500.0,Romney +10,-10.0,9/25/2012,9/25/2012
591,Purple Strategies,AZ,9/15 - 9/19,4.0,45.0,48.0,600.0,Romney +3,-3.0,9/15/2012,9/19/2012
592,PPP (D),AZ,9/7 - 9/9,3.1,44.0,53.0,993.0,Romney +9,-9.0,9/7/2012,9/9/2012
593,PPP (D),AZ,7/23 - 7/25,3.4,41.0,52.0,833.0,Romney +11,-11.0,7/23/2012,7/25/2012
594,Rasmussen Reports,AZ,6/26 - 6/26,4.5,41.0,54.0,500.0,Romney +13,-13.0,6/26/2012,6/26/2012
595,Project New America/PPP (D),AZ,6/4 - 6/5,3.5,46.0,49.0,791.0,Romney +3,-3.0,6/4/2012,6/5/2012
596,PPP (D),AZ,5/17 - 5/20,4.4,43.0,50.0,500.0,Romney +7,-7.0,5/17/2012,5/20/2012
597,Magellan (R),AZ,4/30 - 5/2,3.3,43.0,52.0,909.0,Romney +9,-9.0,4/30/2012,5/2/2012
598,Arizona State,AZ,4/10 - 4/20,4.4,40.0,42.0,488.0,Romney +2,-2.0,4/10/2012,4/20/2012
599,Behavior Research Center,AZ,4/9 - 4/17,4.4,42.0,40.0,511.0,Obama +2,2.0,4/9/2012,4/17/2012
600,Rasmussen Reports,AZ,3/13 - 3/13,4.5,40.0,51.0,500.0,Romney +11,-11.0,3/13/2012,3/13/2012
601,NBC News/Marist,AZ,2/19 - 2/20,2.8,40.0,45.0,1265.0,Romney +5,-5.0,2/19/2012,2/20/2012
602,PPP (D),AZ,2/17 - 2/19,3.6,47.0,47.0,743.0,Tie,0.0,2/17/2012,2/19/2012
603,Behavior Research Center,AZ,1/5 - 1/9,4.3,37.0,43.0,553.0,Romney +6,-6.0,1/5/2012,1/9/2012
604,PPP (D),AZ,11/17 - 11/20,4.4,42.0,49.0,500.0,Romney +7,-7.0,11/17/2011,11/20/2011
605,Behavior Research Center,AZ,10/13 - 10/24,4.1,45.0,40.0,581.0,Obama +5,5.0,10/13/2011,10/24/2011
606,PPP (D),AZ,4/28 - 5/1,3.9,44.0,48.0,623.0,Romney +4,-4.0,4/28/2011,5/1/2011
607,PPP (D),AZ,1/28 - 1/30,4.0,43.0,49.0,599.0,Romney +6,-6.0,1/28/2011,1/30/2011
608,PPP (D),AZ,9/18 - 9/21,3.9,43.0,50.0,617.0,Romney +7,-7.0,9/18/2010,9/21/2010
609,Rasmussen Reports,ME,9/25 - 9/25,4.5,52.0,40.0,500.0,Obama +12,12.0,9/25/2012,9/25/2012
610,PPP (D),ME,9/17 - 9/18,3.5,55.0,39.0,804.0,Obama +16,16.0,9/17/2012,9/18/2012
611,MPRC (D)*,ME,9/15 - 9/17,3.4,54.0,37.0,856.0,Obama +17,17.0,9/15/2012,9/17/2012
612,Critical Insights,ME,9/12 - 9/16,4.0,52.0,36.0,618.0,Obama +16,16.0,9/12/2012,9/16/2012
613,Critical Insights,ME,6/20 - 6/25,4.0,49.0,35.0,615.0,Obama +14,14.0,6/20/2012,6/25/2012
614,WBUR/MassINC,ME,6/13 - 6/14,4.4,48.0,34.0,506.0,Obama +14,14.0,6/13/2012,6/14/2012
615,Critical Insights,ME,5/2 - 5/7,4.0,50.0,42.0,600.0,Obama +8,8.0,5/2/2012,5/7/2012
616,MPRC (D),ME,3/31 - 4/2,3.1,55.0,37.0,993.0,Obama +18,18.0,3/31/2012,4/2/2012
617,PPP (D),ME,3/2 - 3/4,2.8,58.0,35.0,1256.0,Obama +23,23.0,3/2/2012,3/4/2012
618,PPP (D),ME,10/28 - 10/31,3.8,49.0,38.0,673.0,Obama +11,11.0,10/28/2011,10/31/2011
619,Critical Insights,ME,10/18 - 10/23,4.0,41.0,40.0,600.0,Obama +1,1.0,10/18/2011,10/23/2011
620,PPP (D),ME,3/3 - 3/6,2.8,49.0,41.0,1247.0,Obama +8,8.0,3/3/2011,3/6/2011
621,Baltimore Sun,MD,9/25 - 9/27,3.5,57.0,34.0,804.0,Obama +23,23.0,9/25/2012,9/27/2012
622,Gonzales Research,MD,9/17 - 9/23,3.5,55.0,36.0,813.0,Obama +19,19.0,9/17/2012,9/23/2012
623,PPP (D),MD,5/14 - 5/21,3.4,58.0,35.0,852.0,Obama +23,23.0,5/14/2012,5/21/2012
624,WBUR/MassINC,MA,9/26 - 9/28,4.4,60.0,32.0,504.0,Obama +28,28.0,9/26/2012,9/28/2012
625,Boston Globe,MA,9/21 - 9/27,4.4,57.0,30.0,502.0,Obama +27,27.0,9/21/2012,9/27/2012
626,Rasmussen Reports,MA,9/24 - 9/24,4.5,55.0,40.0,500.0,Obama +15,15.0,9/24/2012,9/24/2012
627,WBUR/MassINC,MA,9/15 - 9/17,4.4,59.0,31.0,507.0,Obama +28,28.0,9/15/2012,9/17/2012
628,UMass/Boston Herald,MA,9/13 - 9/17,5.5,59.0,36.0,497.0,Obama +23,23.0,9/13/2012,9/17/2012
629,Suffolk/7News,MA,9/13 - 9/16,4.0,64.0,31.0,600.0,Obama +33,33.0,9/13/2012,9/16/2012
630,PPP (D),MA,9/13 - 9/16,3.3,57.0,39.0,876.0,Obama +18,18.0,9/13/2012,9/16/2012
631,Western NE University,MA,9/6 - 9/13,4.6,60.0,38.0,444.0,Obama +22,22.0,9/6/2012,9/13/2012
632,PPP (D),MA,8/16 - 8/19,2.9,55.0,39.0,1115.0,Obama +16,16.0,8/16/2012,8/19/2012
633,PPP (D),MA,6/22 - 6/24,3.3,55.0,39.0,902.0,Obama +16,16.0,6/22/2012,6/24/2012
634,Western NE University,MA,5/29 - 5/31,4.4,56.0,34.0,504.0,Obama +22,22.0,5/29/2012,5/31/2012
635,Boston Globe,MA,5/25 - 5/31,3.8,46.0,34.0,651.0,Obama +12,12.0,5/25/2012,5/31/2012
636,Suffolk/7News,MA,5/20 - 5/22,4.0,59.0,34.0,600.0,Obama +25,25.0,5/20/2012,5/22/2012
637,Rasmussen Reports,MA,5/7 - 5/7,4.5,56.0,35.0,500.0,Obama +21,21.0,5/7/2012,5/7/2012
638,Rasmussen Reports,MA,4/9 - 4/9,4.5,51.0,40.0,500.0,Obama +11,11.0,4/9/2012,4/9/2012
639,Boston Globe,MA,3/21 - 3/27,4.2,49.0,33.0,544.0,Obama +16,16.0,3/21/2012,3/27/2012
640,PPP (D),MA,3/16 - 3/18,3.2,58.0,35.0,936.0,Obama +23,23.0,3/16/2012,3/18/2012
641,Western NE University,MA,2/23 - 3/1,4.3,60.0,36.0,527.0,Obama +24,24.0,2/23/2012,3/1/2012
642,Rasmussen Reports,MA,2/29 - 2/29,4.5,55.0,38.0,500.0,Obama +17,17.0,2/29/2012,2/29/2012
643,Suffolk/7News,MA,2/11 - 2/15,4.0,53.0,39.0,600.0,Obama +14,14.0,2/11/2012,2/15/2012
644,WBUR/MassINC,MA,2/6 - 2/9,4.4,55.0,34.0,503.0,Obama +21,21.0,2/6/2012,2/9/2012
645,Mass Insight/Opinion Dynamics,MA,1/31 - 2/4,4.4,53.0,35.0,456.0,Obama +18,18.0,1/31/2012,2/4/2012
646,UMass/Boston Herald,MA,9/22 - 9/28,3.8,57.0,33.0,1005.0,Obama +24,24.0,9/22/2012,9/28/2012
647,PPP (D),MA,9/16 - 9/18,3.5,53.0,40.0,791.0,Obama +13,13.0,9/16/2011,9/18/2011
648,PPP (D),MA,6/2 - 6/5,3.2,57.0,37.0,957.0,Obama +20,20.0,6/2/2011,6/5/2011
649,PPP (D),MA,11/29 - 12/1,4.4,52.0,43.0,500.0,Obama +9,9.0,11/29/2010,12/1/2010
650,Deseret News/KSL,UT,6/15 - 6/21,2.8,26.0,68.0,1222.0,Romney +42,-42.0,6/15/2012,6/21/2012
651,PPP (D),UT,7/8 - 7/10,3.6,31.0,63.0,732.0,Romney +32,-32.0,7/8/2012,7/10/2012
652,Mason-Dixon,UT,4/26 - 4/28,5.0,22.0,73.0,400.0,Romney +51,-51.0,4/26/2012,4/28/2012
653,Deseret News,UT,4/27 - 4/27,6.2,27.0,67.0,254.0,Romney +40,-40.0,4/27/2012,4/27/2012
654,WeAskAmerica,MO,9/25 - 9/27,2.9,45.0,48.0,1145.0,Romney +3,-3.0,9/25/2012,9/27/2012
655,Gravis Marketing*,MO,9/16 - 9/17,2.3,39.0,48.0,1959.0,Romney +9,-9.0,9/16/2012,9/17/2012
656,Rasmussen Reports,MO,9/11 - 9/11,4.5,45.0,48.0,500.0,Romney +3,-3.0,9/11/2012,9/11/2012
657,PPP (D),MO,8/28 - 8/29,3.9,41.0,53.0,621.0,Romney +12,-12.0,8/28/2012,8/29/2012
658,Post-Dispatch/Mason-Dixon,MO,8/22 - 8/23,4.0,43.0,50.0,625.0,Romney +7,-7.0,8/22/2012,8/23/2012
659,Rasmussen Reports,MO,8/22 - 8/22,4.5,47.0,46.0,500.0,Obama +1,1.0,8/22/2012,8/22/2012
660,PPP (D),MO,8/20 - 8/20,4.4,42.0,52.0,500.0,Romney +10,-10.0,8/20/2012,8/20/2012
661,SurveyUSA,MO,8/9 - 8/12,4.1,44.0,45.0,585.0,Romney +1,-1.0,8/9/2012,8/12/2012
662,Rasmussen Reports,MO,7/30 - 7/30,4.5,44.0,50.0,500.0,Romney +6,-6.0,7/30/2012,7/30/2012
663,Post-Dispatch/Mason-Dixon*,MO,7/23 - 7/25,4.0,42.0,51.0,625.0,Romney +9,-9.0,7/23/2012,7/25/2012
664,WeAskAmerica*,MO,7/24 - 7/24,3.0,40.0,49.0,1172.0,Romney +9,-9.0,7/24/2012,7/24/2012
665,Rasmussen Reports,MO,6/7 - 6/7,4.5,42.0,49.0,500.0,Romney +7,-7.0,6/7/2012,6/7/2012
666,PPP (D),MO,5/24 - 5/27,4.0,45.0,44.0,602.0,Obama +1,1.0,5/24/2012,5/27/2012
667,Rasmussen Reports,MO,4/17 - 4/17,4.5,45.0,48.0,500.0,Romney +3,-3.0,4/17/2012,4/17/2012
668,Rasmussen Reports,MO,3/14 - 3/15,4.5,41.0,50.0,500.0,Romney +9,-9.0,3/14/2012,3/15/2012
669,PPP (D),MO,1/27 - 1/29,4.1,45.0,45.0,582.0,Tie,0.0,1/27/2012,1/29/2012
670,Rasmussen Reports,MO,11/9 - 11/9,4.5,42.0,45.0,500.0,Romney +3,-3.0,11/9/2011,11/9/2011
671,PPP (D),MO,9/9 - 9/12,3.9,43.0,47.0,632.0,Romney +4,-4.0,9/9/2011,9/12/2011
672,PPP (D),MO,4/28 - 5/1,3.9,43.0,45.0,555.0,Romney +2,-2.0,4/28/2011,5/1/2011
673,PPP (D),MO,3/3 - 3/6,4.0,43.0,44.0,612.0,Romney +1,-1.0,3/3/2011,3/6/2011
674,PPP (D),MO,11/29 - 12/1,4.3,41.0,47.0,515.0,Romney +6,-6.0,11/29/2010,12/1/2010
675,Star Tribune/Mason-Dixon*,MN,9/17 - 9/19,3.5,48.0,40.0,800.0,Obama +8,8.0,9/17/2012,9/19/2012
676,PPP (D),MN,9/10 - 9/11,3.4,51.0,44.0,824.0,Obama +7,7.0,9/10/2012,9/11/2012
677,KSTP/SurveyUSA,MN,9/6 - 9/9,4.3,50.0,40.0,551.0,Obama +10,10.0,9/6/2012,9/9/2012
678,KSTP/SurveyUSA,MN,7/17 - 7/19,4.3,46.0,40.0,552.0,Obama +6,6.0,7/17/2012,7/19/2012
679,PPP (D),MN,5/31 - 6/3,3.1,54.0,39.0,973.0,Obama +15,15.0,5/31/2012,6/3/2012
680,KSTP/SurveyUSA,MN,5/9 - 5/10,4.4,52.0,38.0,516.0,Obama +14,14.0,5/9/2012,5/10/2012
681,KSTP/SurveyUSA,MN,1/31 - 2/2,4.3,49.0,36.0,542.0,Obama +13,13.0,1/31/2012,2/2/2012
682,PPP (D),MN,1/21 - 1/22,2.8,51.0,41.0,1236.0,Obama +10,10.0,1/21/2012,1/22/2012
683,KSTP/SurveyUSA,MN,11/2 - 11/6,4.3,45.0,39.0,543.0,Obama +6,6.0,11/2/2011,11/6/2011
685,PPP (D),MN,5/27 - 5/30,2.9,51.0,36.0,1179.0,Obama +15,15.0,5/27/2011,5/30/2011
686,PPP (D),MN,12/4 - 12/5,3.2,47.0,42.0,949.0,Obama +5,5.0,12/4/2010,12/5/2010
687,WeAskAmerica,MI,9/25 - 9/27,3.1,52.0,40.0,1064.0,Obama +12,12.0,9/25/2012,9/27/2012
688,Gravis Marketing,MI,9/21 - 9/22,3.3,50.0,46.0,804.0,Obama +4,4.0,9/21/2012,9/22/2012
689,Rasmussen Reports,MI,9/20 - 9/20,4.5,54.0,42.0,500.0,Obama +12,12.0,9/20/2012,9/20/2012
690,Detroit News,MI,9/15 - 9/17,4.0,52.0,38.0,600.0,Obama +14,14.0,9/15/2012,9/17/2012
691,CNN/Opinion Research,MI,9/14 - 9/18,3.5,52.0,44.0,754.0,Obama +8,8.0,9/14/2012,9/18/2012
692,MRG,MI,9/10 - 9/15,4.0,48.0,42.0,600.0,Obama +6,6.0,9/10/2012,9/15/2012
693,Baydoun/Foster (D),MI,9/12 - 9/12,2.9,46.0,44.0,1156.0,Obama +2,2.0,9/12/2012,9/12/2012
694,EPIC-MRA,MI,9/8 - 9/11,4.5,47.0,37.0,600.0,Obama +10,10.0,9/8/2012,9/11/2012
695,PPP (D),MI,8/31 - 9/2,3.4,51.0,44.0,1001.0,Obama +7,7.0,8/31/2012,9/2/2012
696,EPIC-MRA,MI,8/28 - 8/28,2.6,49.0,46.0,1200.0,Obama +3,3.0,8/28/2012,8/28/2012
697,Mitchell Research,MI,8/23 - 8/23,2.7,47.0,47.0,1277.0,Tie,0.0,8/23/2012,8/23/2012
698,Detroit News,MI,8/18 - 8/20,4.0,48.0,42.0,600.0,Obama +6,6.0,8/18/2012,8/20/2012
699,Baydoun/Foster (D),MI,8/16 - 8/16,2.4,44.0,48.0,1733.0,Romney +4,-4.0,8/16/2012,8/16/2012
700,Mitchell Research,MI,8/13 - 8/13,3.0,49.0,44.0,1079.0,Obama +5,5.0,8/13/2012,8/13/2012
701,EPIC-MRA,MI,7/24 - 7/31,4.0,48.0,42.0,600.0,Obama +6,6.0,7/24/2012,7/31/2012
702,Rasmussen Reports,MI,7/23 - 7/23,4.5,48.0,42.0,500.0,Obama +6,6.0,7/23/2012,7/23/2012
703,Mitchell Research,MI,7/23 - 7/23,3.4,44.0,45.0,825.0,Romney +1,-1.0,7/23/2012,7/23/2012
704,PPP (D),MI,7/21 - 7/23,4.1,53.0,39.0,579.0,Obama +14,14.0,7/21/2012,7/23/2012
705,NBC News/Marist,MI,6/24 - 6/25,3.0,47.0,43.0,1078.0,Obama +4,4.0,6/24/2012,6/25/2012
706,Mitchell Research,MI,6/18 - 6/18,3.6,47.0,46.0,750.0,Obama +1,1.0,6/18/2012,6/18/2012
707,WeAskAmerica,MI,6/18 - 6/18,3.1,43.0,45.0,1010.0,Romney +2,-2.0,6/18/2012,6/18/2012
708,Rasmussen Reports,MI,6/14 - 6/14,4.5,50.0,42.0,500.0,Obama +8,8.0,6/14/2012,6/14/2012
709,Baydoun/Foster (D),MI,6/12 - 6/12,2.3,47.0,46.0,1783.0,Obama +1,1.0,6/12/2012,6/12/2012
710,EPIC-MRA,MI,6/2 - 6/5,4.0,45.0,46.0,600.0,Romney +1,-1.0,6/2/2012,6/5/2012
711,PPP (D),MI,5/24 - 5/27,4.4,53.0,39.0,500.0,Obama +14,14.0,5/24/2012,5/27/2012
712,Glengariff Group (R),MI,5/10 - 5/11,4.0,45.0,40.0,600.0,Obama +5,5.0,5/10/2012,5/11/2012
713,EPIC-MRA,MI,3/31 - 4/3,4.0,47.0,43.0,600.0,Obama +4,4.0,3/31/2012,4/3/2012
714,MRG,MI,3/14 - 3/19,4.0,49.0,42.0,600.0,Obama +7,7.0,3/14/2012,3/19/2012
715,NBC News/Marist,MI,2/19 - 2/20,2.5,51.0,33.0,1546.0,Obama +18,18.0,2/19/2012,2/20/2012
716,PPP (D),MI,2/10 - 2/12,4.1,54.0,38.0,560.0,Obama +16,16.0,2/10/2012,2/12/2012
717,EPIC-MRA,MI,1/21 - 1/25,4.0,48.0,40.0,600.0,Obama +8,8.0,1/21/2012,1/25/2012
718,EPIC-MRA,MI,11/13 - 11/16,4.0,41.0,46.0,600.0,Romney +5,-5.0,11/13/2011,11/16/2011
720,Inside MI Politcs/MRG,MI,9/14 - 9/19,4.0,44.0,44.0,600.0,Tie,0.0,9/14/2012,9/19/2012
721,PPP (D),MI,7/21 - 7/24,4.0,47.0,42.0,593.0,Obama +5,5.0,7/21/2011,7/24/2011
722,EPIC-MRA,MI,7/9 - 7/11,4.0,42.0,46.0,600.0,Romney +4,-4.0,7/9/2011,7/11/2011
723,PPP (D),MI,3/18 - 3/20,4.4,48.0,41.0,502.0,Obama +7,7.0,3/18/2011,3/20/2011
724,EPIC-MRA,MI,2/12 - 2/17,4.0,41.0,46.0,600.0,Romney +5,-5.0,2/12/2011,2/17/2011
725,PPP (D),MI,12/3 - 12/6,2.8,47.0,43.0,1224.0,Obama +4,4.0,12/3/2010,12/6/2010
726,Mason-Dixon,MT,9/17 - 9/19,4.0,42.0,51.0,625.0,Romney +9,-9.0,9/17/2012,9/19/2012
727,PPP (D),MT,9/10 - 9/11,3.8,45.0,50.0,656.0,Romney +5,-5.0,9/10/2012,9/11/2012
728,Rasmussen Reports,MT,8/20 - 8/20,4.5,38.0,55.0,500.0,Romney +17,-17.0,8/20/2012,8/20/2012
729,Rasmussen Reports,MT,6/18 - 6/18,4.5,42.0,51.0,500.0,Romney +9,-9.0,6/18/2012,6/18/2012
730,Rasmussen Reports,MT,5/2 - 5/2,5.0,44.0,51.0,450.0,Romney +7,-7.0,5/2/2012,5/2/2012
731,PPP (D),MT,4/26 - 4/29,3.2,43.0,48.0,934.0,Romney +5,-5.0,4/26/2012,4/29/2012
732,Rasmussen Reports,MT,4/2 - 4/2,4.5,40.0,49.0,500.0,Romney +9,-9.0,4/2/2012,4/2/2012
733,Rasmussen Reports,MT,2/22 - 2/22,4.5,41.0,48.0,500.0,Romney +7,-7.0,2/22/2012,2/22/2012
734,PPP (D),MT,11/28 - 11/30,2.4,40.0,50.0,1625.0,Romney +10,-10.0,11/28/2011,11/30/2011
735,PPP (D),MT,6/16 - 6/19,3.4,41.0,49.0,819.0,Romney +8,-8.0,6/16/2011,6/19/2011
736,PPP (D),MT,11/10 - 11/13,2.9,39.0,50.0,1176.0,Romney +11,-11.0,11/10/2010,11/13/2010
737,PPP (D),MS,11/4 - 11/6,3.5,36.0,54.0,796.0,Romney +18,-18.0,11/4/2011,11/6/2011
738,PPP (D),MS,3/24 - 3/27,3.4,40.0,46.0,817.0,Romney +6,-6.0,3/24/2011,3/27/2011
